播主昵称,达人详情链接,抖音号,播主粉丝数,视频标题,发布时间,视频时长,传播指数,点赞,评论,分享,收藏,播放,热词,视频详情链接,视频链接
艾菲FaiAi,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=4445727&tab=&ts=1719989024&sign=b4ef334f4f0e4f12e5d2b612abc429d9,AF7315,5736,要亲命了，哪个请你来蚌埠的，我尴尬的脚扣二里地#他来了,2024/6/29 1:24:37,30秒,90.1,76060,14631,259791,2944,7311000,"马老师,蚌埠,骄傲,闪电五连,讹人,醉拳,这是,出场费,估计,酒吧,值得,全国,还能,不一样,一模一样,武功,不行,老马,五连鞭,打的,不知道,打出,出名,街舞,灵机一动,确实,的人,有没有,去看,人才",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385606169932336419&dateCode=20240629&ts=1719989024&sign=9e8772af1b28cb62556bc889f65520c4,https://www.douyin.com/share/video/7385606169932336419/?mid=
我会炸！,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64994103&tab=&ts=1719989024&sign=13a562c03bd6e8362a1942cfd6130a83,65370369119,311120,#蜜大腿 #慢摇 #肉肉腿  #瑜伽裤#正常瑜伽动作无不良引导,2024/6/26 22:53:13,23秒,90.1,225057,5658,173324,38706,4972499,"观看,实名,爱看,不白看,喜欢,实名制,给你,你点赞,这是,抖音,好看,卖力,陌生人,瑜伽动作,浙江省,扭来扭去,二不骗,现实,黑暗,救赎,OK,让我,的人,拒绝,不良,引导,感谢,一不骗,微不足道,没人",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384825107979439399&dateCode=20240626&ts=1719989024&sign=da321777fb1bebb3a614a8f9ed5cb2f1,https://www.douyin.com/share/video/7384825107979439399/?mid=
龘龖爨鬱,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=28975433&tab=&ts=1719989024&sign=47649350833ad9999c98436e36943b1b,169006209,34924,这是训练过的吗？,2024/6/26 22:35:38,6秒,90.1,42301,4912,51675,792,3067671,"整齐,发呆,大鹅,笑死我了,训练,训练有素,聪明,老板,宕机,上桌,九转,大肠,整齐划一,OK,上班,鸭子,缩头,低头,悲伤,专业,笑死,好聪明,范丞丞,卧槽,无敌,我靠,牛逼,上了,专业训练,想要",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384820586092006693&dateCode=20240626&ts=1719989024&sign=5e3885e569fea17c3cc70fd6fff05775,https://www.douyin.com/share/video/7384820586092006693/?mid=
Y。,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=50087524&tab=&ts=1719989024&sign=916ce5a9427e9a3991a0f53fdb4816e0,Y_JH081223,1979,我怕时间太快,2024/6/29 14:36:43,16秒,90.1,103419,29420,162095,1950,4133900,"宕机,女孩,发呆,宝宝,OK,化妆,评论区,omega,做自己,圣体,感觉,喜欢,九转,大肠,好漂亮,我去,妹子,抱抱,初中,小孩,好看,男生,好可爱,男孩,希望,惊恐,女生,好像,疑问,大弟",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385810398571793679&dateCode=20240629&ts=1719989024&sign=65bbd781e2d6547bd31d34a7c2a3b619,https://www.douyin.com/share/video/7385810398571793679/?mid=
刚哥塑型（小蛮腰 蜜🍑臀 马甲线）,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=8529480&tab=&ts=1719989024&sign=e04c79288c49bafe8c8e7d94453e0ee4,NBLWG1978,21738,"抱紧你的我比国王富有 可是我再也没有爸爸了 亲爱的爸爸:字未打，泪已落。阴阳两相隔，永世再无期，一声爸爸再无回应，你我于1978年2月相见有幸被你宠爱46年，我是第一代独生子女，直到您身体还好的日子里，每次回去吃饭都是给我盛好，您最喜欢的就是看我狼吞虎咽吃您做的饭的样子，因为我无论多大都是您手心里的宝。你陪我一程，我念你一生，从此，您在天堂，而我只有在梦里，重温着关于你的记忆。泪眼模糊中，你的音容笑貌仿佛还在眼前，一桩桩往事，也时时涌上心头。你的物件还在，照片还有，但也只能睹物思人，再不能和你朝夕相伴，相见唯有在梦中。忆往昔，痛别离，但时间不能倒流，再回不去有你相伴的时光。若是世间真有天堂，惟愿远去的爸爸再无病痛，永远安详。若是你在天有灵，渴盼你能时常入梦一场，得以重逢。爸爸对不起，我没有保护好你。2024年6月27日23时30分，看着你从我的眼前一点一点的消逝，我第一次知道什么是生离死别。最后给您穿衣服的时候我没有手忙脚乱，反而比长辈们都镇定，从容不迫的给你穿好衣服，整理容装。从发现至今整整两年，这两年无数个在医院往复的日子里，没有人能感同身受你有多痛，被病痛折磨的每一分每一秒，从未喊过一声。爸爸好想让你再抱我一次，我的余生再无爸爸了。想到这辈子再也见不到您了，心就痛的不行，一生遗憾，一生自责，一生想念……您的样子和声音在我脑海中浮现，到现在我都不能接受我好好的爸爸怎么就消失在我的生命中，爸爸本该享受晚年生活却被带走了，永远也想不通，为什么好人没有好报，又为什么是我的爸爸，一辈子永远无法释怀的痛。家里的亲人们都来了，你一定早早的站在望乡台上看着我们吧!这是你对我们最后的眷恋了，此后，过了望乡台，喝了孟婆汤，跨过奈何桥，你就再也记不起阳间发生的事情了，所谓的阴阳相隔就是失去最亲的人宛如心绞的疼痛。世上哪有什么来日方长，来的都是措不及防。也许你走了，就不会那么受罪了!但是你走了我才明白，失去你最痛苦的不是失去的那一刻，而是想起你的每一刻，会因为一个视频，一张照片，一句对话，一种味道。一个回忆和一种莫名的情绪，我都会崩溃，这种蚀骨锥心的疼会伴随我一生。天堂没有往返。爸爸，我们互相保佑彼此!愿天上人间，共安好!愿孟婆在你的汤里多多加些糖，这辈子让你受了太多的苦，请五王爷善待我的爸爸，让他一路平安到天堂。
#我没有爸爸了 #爸爸再爱我一次 #抱紧你的我比国王富有 #愿世间再无癌症 #愿您在天堂一切安好",2024/6/28 5:18:47,12秒,90.1,55288,11952,3171,3131,6714090,"感谢,爸爸,节哀,离开,父亲,走了,妈妈,我爸,抱抱,去世,父母,看着,想起,没了,希望,哭了,爷爷,遗憾,天堂,经历,感觉,人生,眼泪,一路走好,亲人,看不了,的人,病痛,痛苦,奶奶",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385295421255470373&dateCode=20240628&ts=1719989024&sign=558f40e1e57a18e02b56b474badb7bbd,https://www.douyin.com/share/video/7385295421255470373/?mid=
心很大的小七（胖东来代购）,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=42602233&tab=&ts=1719989024&sign=1ac1b3e13107291dad5eb53c469ef0c8,pacha567,26660,#胖东来 #擀面皮 #胖东来的一些小细节,2024/6/27 13:20:13,,90.1,38813,7792,18376,1594,12460912,"东来,企业,格局,超市,赔偿,牛逼,擀面皮,广告,全国,态度,一家,中国,老板,顾客,消费,的人,消费者,商家,补偿,担当,感觉,小票,企业家,退款,良心,吃了,付款,面皮,凭证,小杨哥",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385048479946657060&dateCode=20240627&ts=1719989024&sign=aa5cbaa59dd18782e09b7f8d5c8ce83a,https://www.douyin.com/share/video/7385048479946657060/?mid=
追星少女孙小寒,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=15513309&tab=&ts=1719989024&sign=e5ce00bc8a50885b49f10eb0f166504f,zhangxiaohan007,1358440,你挖煤我种地，年年倒涨GDP，山西河南不离不弃#GDP #山西 #河南 #山河四省 #弱小可怜又无助,2024/6/26 20:02:00,36秒,90.1,200757,14832,191712,6219,10285576,"山西,河南,宕机,没事,山东,OK,九转,大肠,GDP,发呆,河北,山河,分数线,挖煤,四省,还能,种地,增量,倒数,调皮,gdp,难兄难弟,粮食,负翁,躺平,山西人,暗中观察,努力,老实,疑问",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384740030780132659&dateCode=20240626&ts=1719989024&sign=9c2152a0e00317b2ec2dd7c8252beb2f,https://www.douyin.com/share/video/7384740030780132659/?mid=
山寺桃花,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=51757252&tab=&ts=1719989024&sign=2f3e1c913742818851e9ad9b7ca17cef,porterhorse,73880,Marie Dee @山寺,2024/7/1 22:02:31,8秒,90.0,39307,1846,35825,6349,1504597,"男人,喜欢,好看,身材,yes,丰满性感,怀疑,类型,uti,ful,色狼,作品,只能,小姐姐,真好看,北鼻,抱抱,好性感,法克,Bea,发呆,Oh,Yse,是真的,oh,算是,练成,有没有,好女人,聊聊天",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386667459497053466&dateCode=20240701&ts=1719989024&sign=f476b51e66b2d9aa79789ca6975ea9f4,https://www.douyin.com/share/video/7386667459497053466/?mid=
守望—侗家智慧,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65290771&tab=&ts=1719989024&sign=57b5b4911f02022da0bbe6a3199fe3fd,1935594265,18376,飞篷草我们这又叫苦蒿菜！你那里叫什么？村里90多岁的奶奶告诉我的！#植物科普 #农村生活 #古法 #生活小妙招 #野生植物,2024/6/30 18:26:48,25秒,90.0,45191,7506,17151,41636,10114495,"飞蓬,喂猪,作用,好人,狗尾巴草,尾巴,狼尾巴,苦蒿,都是,高白,一生,平安,不吃,猪草,拿来,擦屁股,到处都是,狗尾草,老家,感谢,牛尾巴,艾草,请问,农村,白酒,找到,爱心,有什么用,赶驴,叫洋",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386240772472982838&dateCode=20240630&ts=1719989024&sign=0a61bd82001c25c1d1ed3d3c010230fe,https://www.douyin.com/share/video/7386240772472982838/?mid=
田径中心,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=27216294&tab=&ts=1719989024&sign=a143c389f68a23b8d18453866ce181b9,TianjingZX,63552,10.06！！！@何锦櫶 17岁的他以10.06(+1.1)的成绩打破了目前由曾克理保持的10.15的全国青年纪录！位列全国男子百米历史并列第四人！#田径 #比赛现场,2024/6/29 20:54:35,27秒,90.0,191018,3340,34264,5161,6541384,"牛逼,中国,发呆,田径,福建,卧槽,成绩,感觉,短跑,nb,天才,博尔特,衣服,牙买加,何锦,宕机,希望,曾克理,OK,厉害,wc,天赋,站起来了,健将,记录,我去,头发,夺少,人才,未来之星",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385907784715455771&dateCode=20240629&ts=1719989024&sign=311f2e77205b0f3479a11fd1428b2f21,https://www.douyin.com/share/video/7385907784715455771/?mid=
医学留学陈老师,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=29928626&tab=&ts=1719989024&sign=c93edba94c0be4a81837e1aac60c225f,medabroad,27250,医生下班副业 大三甲主任医师 下班副业之 直播唱歌 大家卷起来#医学生 #医生 #主任医师 #医生副业 #医生日常 @介入血管外科欧敬民,2024/6/28 0:45:01,15秒,90.0,48783,2917,26709,1547,3370545,"医生,主任,刷到,直播,唱歌,副业,下班,医院,老师,工作,代表,九转,大肠,压力,爱好,解压,医药,喜欢,释放,医学,方式,三甲,评论,释放压力,发泄,嘉年华,就业,新华,兼职,评论区",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385224915458247962&dateCode=20240628&ts=1719989024&sign=7cfeb1b7f2fa0331c8a2eae725420310,https://www.douyin.com/share/video/7385224915458247962/?mid=
董董⁵²⁰⁰,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=29715597&tab=&ts=1719989024&sign=5028f32921e799c4769be9a8046f7da5,146570774,521175,朋友三三两两，但愿友谊地久天长#无声卡清唱#翻唱 #经典老歌  #毕业季,2024/6/26 20:00:40,50秒,90.1,323302,15520,71047,45036,19529335,"朋友,大能,好听,刘昊然,首歌,想起,感觉,妹妹,好像,声音,唱歌,友谊地久天长,听到,真好听,抱抱,好好听,友谊,歌声,没有朋友,干净,女版,的人,有点像,真好,喜欢,回忆,让我,不错,怀念,这是",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384780636562689331&dateCode=20240626&ts=1719989024&sign=fc5e45458a9617b93346109b118f36ba,https://www.douyin.com/share/video/7384780636562689331/?mid=
乡野丫头,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65135493&tab=&ts=1719989024&sign=3d88640fdd6397f96f86e38cdaf3a76c,33086492605,165559,[乡野丫头](2024-06-26)发布的视频,2024/6/26 18:13:31,10秒,90.1,93955,4493,2223,17509,1748416,"爱心,美女,感谢,你好,谢谢,谢谢你,抱抱,妹妹,姑娘,小妹,平安,平安果,一生,机会,吉言,祝你,漂亮,朋友,妹子,好人,小妹妹,好妹妹,好漂亮,认识一下,支持,嘴唇,来吧,农村,祝福,丫头",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384753023588830503&dateCode=20240626&ts=1719989024&sign=1a42d4e48a7b626324d790eeb4e422af,https://www.douyin.com/share/video/7384753023588830503/?mid=
小慧,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=50120417&tab=&ts=1719989024&sign=af625f53a856e4db976e6407d58b2823,hh050519_,5370,#我考的一般但我的学校绝了 #我为我的学校打call #志愿填报 #校园生活 #大学,2024/6/26 20:30:14,,90.0,78649,6642,30677,4363,2715552,"学校,宿舍,大学,考不上,OK,不想,宕机,临沂人,发呆,临沂大学,山东,学姐,临沂,文科,亚洲,二本,分数,能不能,我去,志愿,空调,上床,下桌,不招,九转,大肠,感谢,感觉,临大,不去",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384788252911291688&dateCode=20240626&ts=1719989024&sign=25d92acb60d09d0047c4307af13a9b05,https://www.douyin.com/share/video/7384788252911291688/?mid=
反诈小熊（爱理财的小熊）,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=28827253&tab=&ts=1719989024&sign=d5a62c997de0a17f74885a60bd86dc04,l872l358,68295,One Thing越听越上头  #我被爱判处终身孤寂反差变装      #所以我是你的偏爱吗  #爱上你爱上了错        #看看你相册里的夏天  #飞拉达转场,2024/6/29 10:07:07,5秒,90.0,46448,4317,74098,2172,2741623,"皇爷,泡泡糖,比巴卜,宕机,你说,爷爷,一生,大大泡泡糖,康熙,发呆,泡泡,视频,离谱,两眼一黑,弘历,OK,疑问,不计其数,吹泡泡糖,九转,大肠,口香糖,逆天,笑死我了,AI,沙琪玛,喝啤酒,评论区,雍正,炫迈",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385740926620110091&dateCode=20240629&ts=1719989024&sign=465337f87e7db85c1744d07da5bf487d,https://www.douyin.com/share/video/7385740926620110091/?mid=
🌍,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=45839526&tab=&ts=1719989024&sign=b5225e4f6f384c953abe14d8babd309b,diqiu20050617,753,让你的体育生男朋友带你吃海底捞,2024/6/28 23:26:47,11秒,90.0,142218,21926,87526,2725,5361204,"宝宝,体育生,免单,男朋友,你能,OK,刷碗,调皮,跳个,海底捞,猪头,多远,跳到,跳远,留下,我去,五折,带我去,八折,零食大礼包,给我,只能,给你,三米,老公,我可以,发呆,酸梅汤,行不行,我能",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385575881617575218&dateCode=20240628&ts=1719989024&sign=fa45d3523ffc94776b340c08949e1bd5,https://www.douyin.com/share/video/7385575881617575218/?mid=
别找我要链接了,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64949125&tab=&ts=1719989024&sign=1f807ccf3273ad7eded5430b9a8d4fc0,pad66520,17823,My Little Pony！#小马宝莉 #cos #mlp团建,2024/6/28 18:26:30,11秒,90.0,541812,11847,68035,35809,6461681,"超模,苹果嘉儿,碧琪,柔柔,cos,老师,宕机,云宝,小马宝莉,紫悦,感觉,喜欢,珍奇,好看,苹果,身高,OK,九转,大肠,全员,腼腆,活泼,好好看,宝宝,符合,我家,小马,猪头,发呆,不动",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385498553591893258&dateCode=20240628&ts=1719989024&sign=7ef11d911fac1777832ff79c24c8a91c,https://www.douyin.com/share/video/7385498553591893258/?mid=
阿揪,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=32880882&tab=&ts=1719989024&sign=2cff4cc426cb50869bc0bc6764dfb035,1101JIU,87873,自己的闺蜜自己宠 #我的改变只需要两年 #反差 #爆改 #逆袭 #闺蜜,2024/6/28 17:02:22,19秒,90.0,208892,65555,100448,5523,2778111,"努力,给我变,能不能,OK,闺蜜,努努力,爆改,人机,帅哥,龟龟,你能不能,调皮,宕机,九转,大肠,大行,努力了,快点,喜欢,努力点,诡秘,想要,宝宝,求你了,变身,猪头,感谢,发呆,求你,快变",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385469271284993334&dateCode=20240628&ts=1719989024&sign=76a55fe25fec1e0309659f1bcb699d1c,https://www.douyin.com/share/video/7385469271284993334/?mid=
中国义乌网,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=6450358&tab=&ts=1719989024&sign=ccd65641fc2d1798e33125ec92f485fb,1020282353,1027724,曾资产过亿的义乌“箱包女王” ，破产后每天卖18个小时包子 ：“现在挣5块钱比以前挣100万还开心”@抖音小助手,2024/6/28 15:34:10,52秒,90.0,159346,9831,69528,23541,12212647,"精神,包子,义乌,佩服,感谢,人生,学习,的人,大姐,破产,箱包,巨龙,值得,义乌人,大起大落,老板,开心,浙江人,点赞,阿姨,经历,赚钱,姐姐,生活,了不起,经历过,感觉,努力,心态,尊重",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385454102576155941&dateCode=20240628&ts=1719989024&sign=decf82e66f0e9a5fbf644ecd02aa7bd7,https://www.douyin.com/share/video/7385454102576155941/?mid=
传承杏林文化,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=27643322&tab=&ts=1719989024&sign=6c87e3943fe713f80dab0b0e2a39cbb1,81446263933,133083,#老祖宗的智慧 #传统文化,2024/6/27 19:37:09,1分46秒,90.0,103881,31773,3968,4837,3188586,"支持,老中医,中医,严查,侯老,感谢,贪官,候老,支持主播,严惩,无罪,主播,中国,女人,正义,希望,内奸,神秘,人民,保护,全国,深挖,正能量,点赞,一家,清白,律师,汉奸,卖国贼,老师",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385145663513791770&dateCode=20240627&ts=1719989024&sign=d7538a164d8d25b42754fa508bf54e35,https://www.douyin.com/share/video/7385145663513791770/?mid=
楼市王美人-桐安传媒,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=709598&tab=&ts=1719989024&sign=53fd0a76c6f6430b0e0bf0e856a9a28c,Wangmeiren8888,108425,苏北人到底有多牛？ 挖河工你听说过吗？#苏北 #淮安王美人 #楼市王美人,2024/6/26 19:25:00,1分45秒,90.0,65662,14798,9947,4469,3151987,"苏北,河工,挖河,苏南,都是,爷爷,父辈,挑河,我爸,江苏,父母,过河,见过,记得,干过,父亲,的人,爸爸,挖出来,发展,爸妈,挑过,扒河,感谢,盐碱地,我家,河道,粮食,水库,老一辈",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384693772858215690&dateCode=20240626&ts=1719989024&sign=0e3f492224267b3fd42165b01e96ddd0,https://www.douyin.com/share/video/7384693772858215690/?mid=
张百忍,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65284348&tab=&ts=1719989024&sign=6ab57ed738826457a20595f6e51a510e,83910321283,1454,保持心脏震荡 有人与你共呜#这首歌真的拉回记忆了,2024/6/28 19:13:46,7秒,90.0,162753,2730,23072,6261,1172031,"好帅,有点像,喜欢,OK,好像,故人,长得,好爽,吴亦凡,发呆,我去,wyf,调皮,感觉,文案,理想型,长得像,一人,想起,宕机,让我,我喜欢,九转,大肠,贺朝,谢俞,帅哥,音乐,kris,眼含",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385510737667443978&dateCode=20240628&ts=1719989024&sign=5d52193da12b245f00f46b04c757651c,https://www.douyin.com/share/video/7385510737667443978/?mid=
