播主昵称,达人详情链接,抖音号,视频标题,发布时间,视频时长,热词,视频详情链接,视频链接,PC1,PC2
万物有灵且美i,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=42568473&tab=&ts=1719989024&sign=1835b13e235130f82a44cfa0cfd351e7,81010953842,有时候征服野兽，不需要武力。这一刻，空气都是甜的。#大猫 #危险动作请勿模仿 #人与动物和谐共处,2024/7/1 13:01:23,17秒,"老虎,大猫,好可爱,金渐层,想养,好大,大猫咪,大猫猫,感觉,狮虎兽,好像,征服,试试,这是,想rua,喜欢,掉毛,母老虎,发呆,猫咪,野兽,想养一只,猫猫,想要,玩意,武松,宝宝,我家,撸猫,九转",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386528006895897866&dateCode=20240701&ts=1719989024&sign=bff4f4afc3de9f3003075d32437f0d47,https://www.douyin.com/share/video/7386528006895897866/?mid=,3363769.678040085,419185.8296427625
bobo-,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=53636431&tab=&ts=1719989024&sign=f82e12e8cc6c886c4f49bf079befa6e0,94679390086,#翻唱歌曲 #无声卡清唱 #唱歌 #真人真唱 #大学生 毫不在意 再也不会～,2024/6/28 20:31:18,24秒,"声音,烟嗓,嗓音,喜欢,好好听,好喜欢,好听,声线,好爽,发呆,宕机,反差,我去,姐姐,嗓子,猪头,我喜欢,coco,bobo,唱歌,宝宝,好帅,感觉,求求了,好像,好爱,调皮,OK,好酷,爱了",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385530710142094602&dateCode=20240628&ts=1719989024&sign=cec28470eb7e0d142e2f119913a4180f,https://www.douyin.com/share/video/7385530710142094602/?mid=,-19285.318982956673,283637.9142630716
疯疯张张,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=47349777&tab=&ts=1719989024&sign=65789cf38ae0637210938ac9c72e9b88,79306766712,#一点点奶茶 开个早#一点点好喝好喝一点点@DOU+上热门,2024/6/27 2:08:50,2分21秒,"水果,奶茶店,上班,抹茶,鲜制,一个人,好想,香精,佩服,小哥哥小姐姐,感觉,比干,餐饮,辛苦,不带,手套,营业时间,招人,都是,半成品,好麻烦,早得,小时,沙冰机,打工,飞机大厨,干净,赶上,刮油,回到",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384875493012639002&dateCode=20240627&ts=1719989024&sign=81707fa1c144c69720aa8445887a7a5f,https://www.douyin.com/share/video/7384875493012639002/?mid=,5291372.015609806,-57280.81728408737
犬喵叉,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=27510114&tab=&ts=1719989024&sign=a686a2e88778e1b8debef8d21ab9569e,wan13613702,#干饭狗的日常 #狗狗吃饭 #自制狗饭 #日常投喂 #饲养员日常,2024/6/27 14:01:14,3分29秒,"吃的,酸奶,都比,宕机,感觉,吃的好,慢食碗,我好,精致,看着,吃饭,狗狗,好好吃,九转,大肠,缺狗,当狗,我以为,吾岛,给你,还好,费劲,发呆,吃得好,吃了,我想,舌头,看了,狗子,裂开",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385059094018788648&dateCode=20240627&ts=1719989024&sign=1c4172128c295729d22e965177093875,https://www.douyin.com/share/video/7385059094018788648/?mid=,5306739.252031954,-55334.98206412018
梅花1,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=58575886&tab=&ts=1719989024&sign=15d31332c7a72471eeb6040dd5feea5a,64113919075,妈 这条抖音就不屏蔽你了 明天请尽快接我回家#宿舍最后一个走的人 呜呜,2024/6/28 20:24:41,7秒,"宿舍,学校,OK,守寝,寝室,宕机,床板,发呆,感觉,一个人,九转,大肠,上床,回家,这是,放假,下桌,我一个人,室友,舍人,睡觉,笑死我了,好像,回来,调皮,害怕,落泪,床单,六人,状态",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385528995904867625&dateCode=20240628&ts=1719989024&sign=b29778bb167fa5ceee588d93e8879659,https://www.douyin.com/share/video/7385528995904867625/?mid=,6206541.621073488,-36959.356535123334
寻琦影视,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=46133646&tab=&ts=1719989024&sign=5bc6bec1bcf92a9dfc4abf7fd2c16775,xqys86219,视频很短，憋着一口气就能看完 #一口气看完系列 #影视解说 #我的观影报告,2024/6/27 22:06:05,47分23秒,"圣母,怪物,好看,人类,漫画,男主,主角,末世,存档,感觉,第二季,变异,甜蜜家园,宕机,新人类,韩国,剧情,看过,先杀,好像,背景音乐,九转,大肠,第一部,放走,看了,电影,第一季,发呆,喜欢",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385183989344062739&dateCode=20240627&ts=1719989024&sign=ffd6afb2dbaafc2c0ae1854f56332820,https://www.douyin.com/share/video/7385183989344062739/?mid=,5122035.126819987,-60090.14058967516
幸运降临-建筑工程,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=61278442&tab=&ts=1719989024&sign=f94e45e39ccab09c11a437b5cfe2a28b,xingyunjiang27,#必须为这个老师点赞👍,2024/7/1 10:08:30,6分39秒,"老师,好老师,点赞,感谢,孩子,生日,爱心,做人,正能量,妈妈,太好了,教育,父母,学生,为人师表,孩子们,记得,中国,教师,值得,哭了,优秀,学校,爸妈,学习,你点赞,人民,教育孩子,不知道,希望",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386483433070988594&dateCode=20240701&ts=1719989024&sign=ea32bd165eace59ee800815d1c9d671e,https://www.douyin.com/share/video/7386483433070988594/?mid=,-204972.92568685932,-5718.196533814749
旅游卫视第1时尚,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=4217893&tab=&ts=1719989024&sign=bfa35e86bff5dc3800218a0e84265e70,973050521,#刘亦菲 #美出高级感 #拍摄花絮 #高级感穿搭 #时尚,2024/6/30 0:15:22,19秒,"好看,刘亦菲,太美了,好美,感觉,公主,漂亮,喜欢,神仙姐姐,真好看,珠圆玉润,造型,适合,牙齿,美的,好漂亮,黄圣依,真美,仙女,衣服,身材,不好看,天仙,好好看,健康,完美,看着,好美啊,气质,很美",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385959454279306559&dateCode=20240630&ts=1719989024&sign=638ca2328ad3cf8a0c02a59c5104dd13,https://www.douyin.com/share/video/7385959454279306559/?mid=,3641626.0236244155,111669.0711433273
秋崽呀,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=18474624&tab=&ts=1719989024&sign=cd3af0e9303527f1638163d3fcbec056,ZT200217,陪玩一时 陪我一世 #生活碎片记录 #王者cp,2024/6/29 22:40:43,35秒,"王者,我一个人,大妹子,打王者,生娃,不容易,刷到,OK,宕机,走来,恋与,小孩,王者荣耀,结婚,在哪,九转,大肠,游戏,下载,孩子,打到,不应该,告诉我,发呆,生孩子,没想到,一个人,卸载了,剧本,老实",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385935134928817423&dateCode=20240629&ts=1719989024&sign=4908beef494d01ee2fa23b0dde10e8c4,https://www.douyin.com/share/video/7385935134928817423/?mid=,-2017557.8749584323,56813.416733196114
千里快哉风,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=27553915&tab=&ts=1719989024&sign=a19a5cc80b15d57aa1c4cca8fa85b6f1,sjg0107,我去送快递了#专业动作请勿模仿 #这就是飞一般的感觉吧 #极限运动,2024/6/29 22:18:17,44秒,"飞行兵,送外卖,红警,做梦,送快递,火箭,喷农药,飞行器,玩意,快递,感觉,飞行,会不会,东西,这是,宕机,发呆,火箭小子,超级飞侠,多少钱,胳膊,装备,灵机一动,手臂,外卖,能飞,高压线,红色警戒,普及,上班",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385929360039103759&dateCode=20240629&ts=1719989024&sign=5a2bba8656e4657ece645824f5bad6d9,https://www.douyin.com/share/video/7385929360039103759/?mid=,3978120.2249105987,-35410.091112816226
小墨爱书法,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=51891873&tab=&ts=1719989024&sign=8571ca2f8ffe048fcbc6892428683f96,moruge97723,搭子们来倒一杯墨一起写字呀#零基础学书法 #一起练字 #写字是一种生活 #行书 #自学书法,2024/6/30 17:25:56,29秒,"书法,感觉,自学,会不会,喝了,字帖,文具,镇纸,毛笔,好看,九转,大肠,写字,写的,我怕,好漂亮,好好看,宕机,小酒杯,左手,漂亮,杯子,装备,差生,一口干,练字,太好看了,博主,写得,墨水",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386225100716035337&dateCode=20240630&ts=1719989024&sign=223720d5e8ec71096b7f062d58172ec5,https://www.douyin.com/share/video/7386225100716035337/?mid=,-335591.9533614151,22958.39177244329
雯雯妈闲不住,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=39771977&tab=&ts=1719989024&sign=33253ebeff7cddd80b514f8db5c91662,46148181629,刚刚楼下一群小朋友比勇敢！一个个反复从乒乓球台上往下跳！于是她选择了离开并说出了这样的话#小话唠日常,2024/6/29 20:58:45,13秒,"拉布拉多,警长,动画片,我儿子,我家,孩子,喜欢,勇敢,危险,小朋友,我女儿,小孩,挑战,模仿,看了,儿子,猴子,保护自己,东西,我闺女,爱看,派出所,抄袭,宕机,看过,宝宝,好棒,保护,妈妈,道理",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385908881437822258&dateCode=20240629&ts=1719989024&sign=dc0528a6c42dfc594034623b80a16910,https://www.douyin.com/share/video/7385908881437822258/?mid=,8320865.478519222,-70761.12775519473
峰哥来了,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=21651181&tab=&ts=1719989024&sign=8881b1598450f47afc7b8d2a4b6b33f0,d31313131,外表不能定义一个人的好坏，应该看对事情的处理态度和行动，那是一种源自内心的力量，超越了表象的束缚。#凡事不能看外表 #正能量,2024/6/29 17:17:39,4分40秒,"老板,好人,段子,坏人,点赞,感谢,现实,的人,好老板,员工,感动,一生,正能量,平安,不错,女孩,服务员,孩子,善良,工资,社会,看着,是个好人,抖音,笑声,格局,大哥,真好,视频,峰哥",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385851879160368425&dateCode=20240629&ts=1719989024&sign=67589162a94237c725277b5d257d2e01,https://www.douyin.com/share/video/7385851879160368425/?mid=,13032666.63462529,-35243.08861906556
小薇吖,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=32353057&tab=&ts=1719989024&sign=b1a710b243fb5103851a9507a52f6204,29161867321,[小薇吖](2024-06-28)发布的视频,2024/6/28 14:10:45,8秒,"角度,摄影师,不白看,加鸡腿,女人,抖音,感谢,这是,你点赞,好看,流量,视角,平台,爱看,好人,表达,灵机一动,一生,发呆,底线,收藏,不错,流量密码,干嘛,非常感谢,谁的老婆,政府,平安,男人,点赞",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385432627886427455&dateCode=20240628&ts=1719989024&sign=4c787f24b459e23da39daee5983a5f7f,https://www.douyin.com/share/video/7385432627886427455/?mid=,3349009.3039997634,123680.64490567769
然而历史,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65590629&tab=&ts=1719989024&sign=c6f02fd953f9c64b24ccabfb0447f2a0,601991247,毛主席吃了一口农民的口粮，竟泪流不止 毛主席吃了一口农民的口粮，竟泪流不止#历史 #历史人物 #历史故事,2024/6/28 17:59:28,1分13秒,"毛主席,人民,怀念,感谢,伟人,活在,致敬,领袖,爱心,老人家,敬爱,伟大的,一生,主席,中国,服务,全心全意,一代,老百姓,着想,抱抱,不忘,想念,为民,吃水,挖井人,全国,想着,领导,人民群众",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385491596667620608&dateCode=20240628&ts=1719989024&sign=70018dd65fd07f337db1ab9c41460883,https://www.douyin.com/share/video/7385491596667620608/?mid=,-163090.93989838543,-31303.085751167117
鞋带超,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=40794607&tab=&ts=1719989024&sign=077bf86eb8534fce338c5a0b19554fdd,dydubcuyce7u,男人骑车的速度 取决于车上坐的是谁#450sr #机车 #极速 #450srs,2024/6/27 11:44:26,,"兄弟,极限,真实,开车,速度,活着,父母,OK,灵机一动,老婆,开到,朋友,九转,大肠,我兄弟,带你,我车,调皮,油门,哥们,带我,你说,给你,好兄弟,骑车,带着,慢点,男朋友,压弯,女朋友",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385023833570413824&dateCode=20240627&ts=1719989024&sign=6b12ad787454246d808bca9742ae98ea,https://www.douyin.com/share/video/7385023833570413824/?mid=,-1685303.1968933847,-7732.5985906217975
小无,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=63526688&tab=&ts=1719989024&sign=2c4ee48d92aa28f36ab28188b3c8a0b6,wu8199,怎么只有一个格子，超大巨人海，还没有阳光掉落#植物大战僵尸杂交版 #pvz,2024/7/1 20:49:26,3分23秒,"戴夫,守住,肚子,毁灭菇,魅惑,铲子,草坪,巨人,发呆,OK,肚子疼,植物,大局,逆转,最疼,哥们,九转,大肠,僵尸,简单模式,宕机,僵王,巨人僵尸,老实,真厉害,就知道,受任,败军,奉命,危难",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386648632541433115&dateCode=20240701&ts=1719989024&sign=f03a6748c8a976798ecf74b04b54792a,https://www.douyin.com/share/video/7386648632541433115/?mid=,6483348.053616192,-46882.15657852368
川哥,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=65651248&tab=&ts=1719989024&sign=e29021b9c2ad0fb219c8cc3792bfdb8b,31114239280,#致敬爱的老师 #这才是真正的人民教师 #高考高分 #祝愿所有考生金榜题名前程似锦 #学生生涯最难忘的一课,2024/6/26 20:44:17,7秒,"老师,好老师,学生,点赞,感谢,辛苦了,付出,学校,爱心,孩子,优秀,教师,辛苦,致敬,成绩,人民,国家,优秀的,辛勤,这是,尖子班,孩子们,伟大的,培养,家长,园丁,人民教师,尖子生,高三,班主任",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384791884142546215&dateCode=20240626&ts=1719989024&sign=b6cb07aadd372b1e9411b57fc451a5e5,https://www.douyin.com/share/video/7384791884142546215/?mid=,4287965.425857794,-38496.35462322053
电子麒麟,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=14193786&tab=&ts=1719989024&sign=f080e6013bc89cc0777ccaaa4102b509,7O__,爱是炙热 永远都是，希望我们都能学会#什么是爱,2024/6/28 23:36:23,15秒,"沟通,减分,冷冰冰,阴阳怪气,反话,抱抱,好好说话,偏爱,的人,明目张胆,这是,克制,金牛,推给,宝宝,无所谓,躲躲藏藏,必修课,方式,一生,不到,好像,摩羯,干嘛,解决,土象,感觉,不想,爱心,哭了",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385578389471628571&dateCode=20240628&ts=1719989024&sign=83ba75a95b5c488ffebd5169c8db8cde,https://www.douyin.com/share/video/7385578389471628571/?mid=,1296525.0430528254,-26191.69583068893
国货优选～又又来了,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=20814522&tab=&ts=1719989024&sign=4e4a45db22b07e431204b4a1b5ab3915,71858177,妈妈，笑不活了，这人吃饭怎么这么好笑#救救孩子吧 #毛不易 #原谅我不厚道的笑了 #看一次笑一次,2024/6/28 20:05:10,24秒,"笑死我了,笑死了,撒尿牛丸,郭麒麟,毛不易,撒尿,九转,大肠,吃饭,笑死,综艺,好好笑,ing,好可爱,牛肉丸,撒尿牛肉丸,丸子,毛毛,笑死我,好像,OK,想起,感觉,搞笑,好搞笑,宕机,我笑死,表情,小狗,发呆",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385523962660392207&dateCode=20240628&ts=1719989024&sign=7c9ebccf2303322eb34b46b938e20526,https://www.douyin.com/share/video/7385523962660392207/?mid=,1071405.3799090565,-13281.3740770513
柘荣街舞,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=35352341&tab=&ts=1719989024&sign=27c091685e9bea7deeeff6ba32bfb768,SoleJJJ,小学生斗舞，八岁小男孩这一套3500学的街舞太猛了 你们觉得值吗？#抖音潮流舞蹈地图 #3500学的街舞 #breaking,2024/7/2 17:05:40,36秒,"打了,小孩,我儿子,书包,瑞幸,不要打,瑞幸咖啡,广告费,红书包,动作,哥们,抖音,大舞台,有图,就来,咖啡店,赢了,住手,脱衣服,厉害,真棒,不到,估计,学街舞,去学,没问题,小子,学费,霸凌,祖国",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386962034753031433&dateCode=20240702&ts=1719989024&sign=82607df694820e93a2f5a215c46e66fd,https://www.douyin.com/share/video/7386962034753031433/?mid=,7885963.070761381,-56525.94706133663
活力大丑B,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=54587790&tab=&ts=1719989024&sign=710af04c02623fbb865d94ebd5acdb74,607125484,记忆余烬。#第五人格记忆余烬 #勘探员  #作曲家#记者#红夫人,2024/6/28 21:04:29,,"国宴,记忆,神迹,OK,余烬,我去,第五人格,仙品,卧槽,浴巾,好美,老师,眼含,热泪,好爽,好牛,友谊,神作,cos,记者,妈妈,好帅,蛐蛐,主人,吹弹可破,妈呀,夫人,宕机,我靠,级别",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385539277167349028&dateCode=20240628&ts=1719989024&sign=0ea3b3df96eb04b05a2aea5492c4100b,https://www.douyin.com/share/video/7385539277167349028/?mid=,-4249069.850381119,11292.997246934277
Oooooooooo,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=64962244&tab=&ts=1719989024&sign=f800471be9b31a342da5ccf0471b7ac7,Aoaobaobeiaoao,"呜呜 小猫怎么这样 为什么要咬我 呜呜

#跟你说了我家猫咪会拳击 #我的小猫是犟种 #抖音热点宝 #猫：这样看有没有艺术感 #这里不能磨爪子",2024/6/26 21:13:05,5秒,"夹子,小猫,受虐,OK,美国,倾向,声音,潘宏,女仆,我来,宕机,战争践踏,老实,猫抓,感觉,发呆,暗中观察,火龙果,猫猫,我家,伤口,喜欢,让我,干嘛,布偶,这是,猫咪,看你,动静,猫都",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384799325424995595&dateCode=20240626&ts=1719989024&sign=7ed7f523d73efb07e49537d6f7ec7429,https://www.douyin.com/share/video/7384799325424995595/?mid=,-26172.848841034564,2466.502672707523
狂扒小土豆,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=57548524&tab=&ts=1719989024&sign=c57a82fa8861597c47965c07eb0c22bf,yuyu3568791,我一定要红透半边天#我一定红透半边天的 #中国 #嫦娥六号 #大国重器,2024/7/1 11:01:03,42秒,"马赫,奥特曼,速度,导弹,日本,咱妈,中国,月球,国家,抽烟,OK,真理,地球,文物,大炮,回收,真有,嫦娥,不需要,奥特之王,知天命,降落,打击,耳顺,归还,真的有,三十而立,不逾矩,月壤,规矩",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7386496998830050572&dateCode=20240701&ts=1719989024&sign=75e304ab40698242fc9b35a6dbf47ed6,https://www.douyin.com/share/video/7386496998830050572/?mid=,4779714.619418398,37297.901514355915
@秀才刘哥,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=62195944&tab=&ts=1719989024&sign=fb1dbec77c73146527ab0de6f2dabca4,dy394p1w06to,[@秀才刘哥](2024-06-27)发布的视频,2024/6/27 10:05:38,26秒,"感谢,美女,爱心,英雄,点赞,女飞行员,抚摸,平安果,抱拳,温馨,飞行员,抱抱,摸了,感动,安慰,教练,画面,疲惫,咖啡,女儿,心疼,男神,敬仰,崇拜,学车,表达,一摸,世界,幸福,女教练",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7384998347762945317&dateCode=20240627&ts=1719989024&sign=31eb586d559318dd2b05e6ea3dcfcc83,https://www.douyin.com/share/video/7384998347762945317/?mid=,3256903.9373998237,-50734.98266247165
王➕一,https://dy.feigua.cn/app/#/blogger-detail/index?bloggerId=27600055&tab=&ts=1719989024&sign=958a7d3a840717aa1b4e875bafd0a1a1,9867865.,"教大家怎么面对家长催婚 把他们说的话即兴唱回去就好啦😊
#抖音星打卡",2024/6/29 20:15:31,29秒,"笑死我了,笑死了,好听,OK,还挺好听,催婚,加一,好听的,妈妈,宕机,学会了,我笑死,笑死,冷血动物,热饭,我妈,笑得,九转,大肠,热菜,结婚,笑死我,调皮,还怪,华语乐坛,专辑,唱歌,好好听,喜欢,转音",https://dy.feigua.cn/app/#/video-detail/index?awemeId=7385897739864853771&dateCode=20240629&ts=1719989024&sign=be6a2c118f10b23352eb70ec75d0fe0c,https://www.douyin.com/share/video/7385897739864853771/?mid=,-217639.4793958196,31390.934009693476
